Name,Citation_Count,Degree_Centrality,Clustering_Coefficient,Eigenvector_Centrality,Efficiency,K_core
Olga+Voskresenskaya,0,4.949808937375017e-06,1.0,1.9260039435862235e-08,1.0,2
Marie-Hélène+Delville,1,1.2374522343437543e-05,0.7,6.796258543915432e-10,0.9,4
Anita+Gaj,0,2.96988536242501e-05,1.0,1.0078677135613626e-06,1.0,12
Masa-aki+Taniguchi,41,1.2374522343437543e-05,0.4,3.726519207547047e-08,0.8,3
A. L. Ayala+Filho,6,4.949808937375017e-06,1.0,5.485809229430617e-07,1.0,2
Beatrice+Ruta,4,2.2274140218187576e-05,0.5,1.6581420999346204e-07,0.8,6
Daniela+Klammer,6,2.4749044686875086e-06,0.0,2.8589249483520716e-09,1.0,1
Raissa F. P.+Mendes,8,7.424713406062525e-06,1.0,3.1273036764183056e-10,1.0,3
Alberta+Ferrarini,13,7.424713406062525e-06,0.3333333333333333,5.161699852635435e-11,0.8333333333333334,2
Luiza+Kondaurova,25,9.899617874750034e-06,0.5,6.600699715204173e-08,0.85,4
Ikuyo F.+Nakai,2,9.899617874750034e-06,1.0,1.2913136114140728e-09,1.0,4
Aparna+Deshpande,21,4.949808937375017e-06,1.0,6.41519165033809e-08,1.0,2
Anna+Kauch,7,9.899617874750034e-06,1.0,3.817995346223769e-08,1.0,4
Julia+Yeomans,32,1.484942681212505e-05,0.26666666666666666,1.23717762089866e-07,0.7380952380952381,5
Vita+Ilakovac,15,1.484942681212505e-05,0.8666666666666667,2.6480845026160273e-07,0.9523809523809523,5
Margaret+Alston-Garnjost,186,5.444789831112519e-05,0.3203463203463203,3.068209643725138e-06,0.6897233201581028,12
Monica+Guica,83,1.2374522343437543e-05,0.6,3.058897254692153e-08,0.8666666666666667,4
Violina+Tevekeliyska,1,4.949808937375017e-06,1.0,2.3566813886761703e-08,1.0,2
Roberta+Ciprian,3,4.454828043637515e-05,0.5751633986928104,2.736182995561544e-06,0.8099415204678363,13
Marina+Diakonova,6,4.949808937375017e-06,1.0,1.6513051200009003e-09,1.0,2
Kathleen A.+Schwarz,0,9.899617874750034e-06,1.0,1.0422571830591596e-07,1.0,4
Svetlana P.+Kotova,1,7.424713406062525e-06,1.0,2.2324787539821806e-10,1.0,3
Rosabella+Puthur,8,2.4749044686875086e-06,0.0,1.7047572043188986e-08,1.0,1
Danielle+Kaminski,0,1.979923574950007e-05,1.0,1.3558294543063024e-07,1.0,8
Reiko+Nakajima,125,4.949808937375017e-06,1.0,9.064617593822496e-06,1.0,2
Emily+Mount,2,2.2274140218187576e-05,1.0,2.936332576168798e-08,1.0,9
Anushree+Roy,538,2.96988536242501e-05,0.3787878787878788,1.389712627817848e-06,0.7371794871794872,7
Ayumi+Nozaki,27,1.732433128081256e-05,0.7619047619047619,1.0588439363631419e-05,0.9107142857142857,6
Katrin+Fladischer,6,1.732433128081256e-05,1.0,4.356454469578352e-07,1.0,7
ChunXia+Zhang,7,4.949808937375017e-06,1.0,2.756902821480099e-07,1.0,2
Danielle+Keller,2,7.424713406062525e-06,1.0,3.0119486556901743e-09,1.0,3
Eliane M.+de Oliveira,10,1.732433128081256e-05,0.7142857142857143,2.9636235247902483e-08,0.8928571428571429,6
Yoshiya+Kito,11,7.424713406062525e-06,1.0,9.897740170731768e-11,1.0,3
Shannon+O’Leary,2,7.424713406062525e-06,1.0,4.766014985982164e-07,1.0,3
Joana+Prat,2,4.949808937375017e-06,1.0,1.8980359733221452e-08,1.0,2
Roberta+Carboni,15,3.959847149900014e-05,0.5333333333333333,9.71633792503184e-07,0.7941176470588235,9
Kae+Nemoto,984,0.0002351159245253133,0.077491601343785,3.4814264452942565e-05,0.5483552631578947,14
Rebekka+König,0,4.949808937375017e-06,1.0,8.940268284379532e-09,1.0,2
Nguyen+Van Giai,617,0.00018314293068287564,0.10403554239170677,0.0007982894705342896,0.563963963963964,23
Els+Heinsalu,10,9.899617874750034e-06,0.3333333333333333,6.556601849589189e-10,0.8,3
Lydia+Novozhilova,0,9.899617874750034e-06,1.0,2.7377323089425055e-08,1.0,4
Marina+Rossi,1,9.899617874750034e-06,1.0,2.268529164619372e-07,1.0,4
Barbara+Brawn-Cinani,2,7.424713406062525e-06,1.0,3.358053658730522e-11,1.0,3
Cynthia W.+Wyeth,30,9.899617874750034e-06,1.0,3.550924622453414e-10,1.0,4
Andrea+Nielsen,9,1.732433128081256e-05,1.0,5.078463315874114e-07,1.0,7
Lynn+Zechiedrich,0,4.949808937375017e-06,1.0,1.266186367763222e-07,1.0,2
Yuki+Suetsugu,0,9.899617874750034e-06,1.0,3.79315950480463e-08,1.0,4
Gordana+Dukovic,136,1.732433128081256e-05,0.8571428571428571,6.298184705555891e-06,0.9464285714285714,7
Youngmin+Lee,1,9.899617874750034e-06,1.0,4.9359864968867383e-08,1.0,4
Kathrin+May,1,4.949808937375017e-06,1.0,1.502504792480104e-09,1.0,2
Sabine+Hossenfelder,53,1.979923574950007e-05,0.17857142857142858,8.766439038517145e-07,0.6805555555555556,6
Chinping+Chen,2,9.899617874750034e-06,1.0,8.210502453548013e-07,1.0,4
Giulia+Capuzzi,0,7.424713406062525e-06,1.0,3.066884395688724e-08,1.0,3
Vera+Bocharova,0,2.96988536242501e-05,1.0,8.179426893014416e-10,1.0,12
Rosa+Galati,2,7.424713406062525e-06,1.0,9.76291309715181e-08,1.0,3
Aurélie U.+Ortiz,2,7.424713406062525e-06,1.0,1.9216893829290917e-11,1.0,3
Rossella+Cosso,0,1.484942681212505e-05,1.0,4.8090911723195245e-06,1.0,6
Ilaria+Jemos,13,9.899617874750034e-06,1.0,1.6757281597829625e-09,1.0,4
Isabella+Franchini,1,1.732433128081256e-05,1.0,5.750982395058368e-09,1.0,7
Leen+van Wijngaarden,0,2.4749044686875086e-06,0.0,1.8362882636122672e-08,1.0,1
Nadia+Fettes,6,2.4749044686875086e-06,0.0,5.013541909912051e-06,1.0,1
Ghazal+Montaseri,0,2.4749044686875086e-06,0.0,5.545342402579198e-10,1.0,1
Arina+Sytcheva,35,1.732433128081256e-05,0.6666666666666666,4.8375974305067804e-08,0.875,5
Eiichi+Kuramochi,42,4.207337596768765e-05,0.33088235294117646,3.2782758756280486e-08,0.7026143790849673,7
Valery M.+Nakariakov,0,4.949808937375017e-06,1.0,4.383946849625301e-10,1.0,2
Gloria A. E.+Oxford,0,2.4749044686875086e-06,0.0,3.6908728594015473e-09,1.0,1
Akane+Sato-Akutsu,2,2.2274140218187576e-05,1.0,1.066981947552681e-07,1.0,9
Adeline+Crépieux,97,3.712356703031263e-05,0.1523809523809524,4.964497709027062e-07,0.6291666666666667,5
Noemi+Rocco,9,4.949808937375017e-06,1.0,6.9171841065376004e-09,1.0,2
Rauzah+Hashim,0,1.484942681212505e-05,1.0,5.933932240090958e-10,1.0,6
Kimberly E.+Williams,1,2.4749044686875086e-06,0.0,9.294329593359595e-07,1.0,1
Akiko+Natori,145,7.919694299800028e-05,0.10483870967741936,9.35538267285048e-07,0.5795454545454546,9
Martina C.+Fuss,4,1.484942681212505e-05,1.0,1.9679216695799397e-07,1.0,6
Pamela M.+Norris,15,4.702318490506266e-05,0.39766081871345027,3.1875176434128416e-08,0.7289473684210527,9
Kusum+Dhochak,26,2.96988536242501e-05,0.4393939393939394,0.00010294397360391436,0.7628205128205128,11
Sharmin+Shamsalsadati,1,2.4749044686875086e-06,0.0,2.4117979392918137e-16,1.0,1
Swapna+Roy,0,4.949808937375017e-06,1.0,6.378323342217804e-07,1.0,2
Tanja+Pietraß,5,9.899617874750034e-06,0.5,1.3590852444531339e-09,0.85,3
Neha+Gupta,16,2.4749044686875086e-06,0.0,9.601587242569722e-06,1.0,1
Nadja+Frömmgen,2,8.41467519353753e-05,0.6327985739750446,7.920035382867886e-08,0.826890756302521,23
Frauke+Eimer,11,2.4749044686875087e-05,1.0,2.3200238660874275e-08,1.0,10
Marion+Bauer,1,9.899617874750034e-06,1.0,3.690790696096115e-09,1.0,4
Yolanda M. M.+Knops,24,7.424713406062525e-06,1.0,6.031799155372182e-09,1.0,3
Christiane Frigerio+Martins,1,2.4749044686875086e-06,0.0,1.0498376796042669e-11,1.0,1
Agnes+Noy,4,2.4749044686875086e-06,0.0,3.758051504201631e-08,1.0,1
Lumin+Chen,2,1.2374522343437543e-05,1.0,5.783576965044836e-08,1.0,5
Stacey+Hobbs,3,2.4749044686875086e-06,0.0,2.4537341277733904e-11,1.0,1
Rupinder+Kaur,11,7.424713406062525e-06,1.0,1.0966388347645426e-08,1.0,3
Francesca+Chillà,0,9.899617874750034e-06,1.0,2.001480213647282e-06,1.0,4
Clotilde S.+Cucinotta,2,3.959847149900014e-05,0.325,3.773182550982345e-07,0.7022058823529411,9
Andrea+Peterson,3,4.949808937375017e-06,1.0,1.0604402146581552e-07,1.0,2
Midori+Gotoh,1,1.484942681212505e-05,0.7333333333333333,2.511169228742409e-08,0.9047619047619048,4
Nassrin+Moghadam,9,1.2374522343437543e-05,1.0,1.1408783396563341e-06,1.0,5
Françoise+Damay,41,3.959847149900014e-05,0.5083333333333333,2.732639087165827e-07,0.7830882352941176,11
Shiow-Fon+Tsay,94,5.69228027798127e-05,0.1383399209486166,2.683460763298275e-05,0.605072463768116,10
Marta+Gruca,0,4.949808937375017e-06,1.0,8.513200248327081e-13,1.0,2
Magdalena A.+Zal/uska-Kotur,12,4.949808937375017e-06,1.0,2.2098502208345476e-10,1.0,2
Rupamanjari+Ghosh,2,9.899617874750034e-06,1.0,3.321334633579469e-06,1.0,4
Swagatika+Bhoi,4,2.4749044686875086e-06,0.0,4.099199222540374e-09,1.0,1
Jan+Scholz,10,4.949808937375017e-06,1.0,2.132662056555823e-07,1.0,2
Aurélie+Collaudin,20,2.4749044686875087e-05,0.7333333333333333,6.089401893347147e-06,0.8909090909090909,9
Eva Y.+Andrei,7,9.899617874750034e-06,1.0,3.4701248738226256e-05,1.0,4
Rebecca+Janisch,22,9.899617874750034e-06,0.16666666666666666,3.398418656740643e-07,0.75,3
Lauren J.+Webb,3,1.2374522343437543e-05,1.0,1.0127294051836969e-08,1.0,5
Robyn+Ffrancon,0,9.899617874750034e-06,1.0,7.242097480530883e-07,1.0,4
Catalina+López Bastidas,3,4.949808937375017e-06,1.0,2.6535799480398312e-08,1.0,2
Marta+De Luca,1,1.979923574950007e-05,1.0,1.2095112899867006e-08,1.0,8
Ranjana+Prakash,4,2.4749044686875086e-06,0.0,8.169438239620518e-12,1.0,1
Hiromi+Kitahara,1,7.424713406062525e-06,1.0,9.366931465449116e-10,1.0,3
Lipeng+Chen,7,1.979923574950007e-05,0.5357142857142857,4.595883645274884e-06,0.8194444444444444,4
Caroline+Chèze,16,3.464866256162512e-05,0.7032967032967034,2.8994405075701692e-08,0.8714285714285714,11
Nobuko+Hamaguchi,26,9.899617874750034e-06,1.0,3.4214557407306127e-07,1.0,4
Lia Q.+Amaral,1,2.4749044686875086e-06,0.0,1.3800945349035376e-10,1.0,1
Alina A.+Alexeenko,6,1.2374522343437543e-05,0.4,1.5063805560135726e-10,0.8,3
Miho+Itoi,3,2.4749044686875087e-05,1.0,6.049660295019832e-08,1.0,10
Sabrina B. L.+Araujo,0,2.4749044686875086e-06,0.0,5.281395203957835e-09,1.0,1
Varsha+Prabhawalkar,4,1.2374522343437543e-05,1.0,1.7910286799707318e-05,1.0,5
Markéta+Zukalová,1,7.424713406062525e-06,1.0,1.9226676646193242e-09,1.0,3
Anne S.+Meeussen,0,4.949808937375017e-06,1.0,1.4078416614537879e-08,1.0,2
Marie-Noëlle+Célérier,26,9.899617874750034e-06,0.16666666666666666,4.1164453399605404e-11,0.75,2
Cristine N.+Ferreira,37,1.2374522343437543e-05,0.4,1.4723502778740553e-10,0.8,3
Graça+Rocha,14,1.2374522343437543e-05,0.5,1.6527117033940373e-09,0.8333333333333334,4
Ellen R.+Brown,30,4.949808937375017e-06,1.0,4.46390111691096e-08,1.0,2
Alzira M.+Stein,7,4.949808937375017e-06,1.0,2.3405454406852627e-06,1.0,2
Federica+Agostini,13,1.2374522343437543e-05,0.6,1.0500382485239203e-06,0.8666666666666667,5
Katalin+Varjú,110,3.959847149900014e-05,0.5083333333333333,6.751625970533759e-07,0.7830882352941176,11
Gunver+Nielsen,4,1.2374522343437543e-05,1.0,1.3655118967580955e-05,1.0,5
Kyriaki+Dionysopoulou,21,1.484942681212505e-05,0.6,5.8189022707546056e-08,0.8571428571428571,5
Tatiana V.+Nizkaya,5,9.899617874750034e-06,1.0,2.485054552347388e-08,1.0,4
Keiko I.+Nagao,10,4.949808937375017e-06,1.0,1.9600940202098418e-07,1.0,2
Julia+Uppenbrink,5,2.4749044686875086e-06,0.0,4.8303162766986414e-09,1.0,1
Terry+Farrelly,0,4.949808937375017e-06,1.0,7.203139484552433e-10,1.0,2
Kuniko+Hirata,5,9.899617874750034e-06,1.0,1.7132851013332682e-09,1.0,4
Nathalie+Olivi-Tran,12,7.424713406062525e-06,0.6666666666666666,2.162118456010594e-09,0.9166666666666666,3
Sonia+Sharmin,2,1.979923574950007e-05,0.5714285714285714,6.608437637777122e-07,0.8333333333333334,6
Debika+Chowdhury,0,4.949808937375017e-06,1.0,1.075880453917814e-09,1.0,2
Jagriti+Singh,3,9.899617874750034e-06,1.0,3.864185993293369e-06,1.0,4
Anne+Sakdinawat,8,3.217375809293761e-05,1.0,6.490239863652307e-08,1.0,13
Undine+Erlekam,12,9.899617874750034e-06,1.0,1.9498256135054383e-08,1.0,4
Minami+Izumi,4,4.949808937375017e-06,1.0,1.2704238221797706e-10,1.0,2
Judy+Hardy,1,9.899617874750034e-06,0.8333333333333334,1.6083227386792586e-12,0.95,3
Kirsty+Hannam,12,7.424713406062525e-06,1.0,7.106295121399012e-07,1.0,3
Lorenza+Viola,2095,0.0001385946502465005,0.07077922077922078,1.8093317270052872e-05,0.5516917293233082,11
Bicky A.+Marquez,0,9.899617874750034e-06,1.0,1.7007365379142405e-09,1.0,4
Victoria+Fernández,42,2.2274140218187576e-05,0.3888888888888889,3.330536418497565e-07,0.7555555555555555,6
Colleen F.+Craig,33,7.424713406062525e-06,0.6666666666666666,2.090035050681804e-09,0.9166666666666666,2
Ingrid+Wilke,7,2.96988536242501e-05,0.24242424242424243,1.8936440929374213e-06,0.6794871794871795,4
Elodie B.+Fourré,1,7.424713406062525e-06,1.0,8.348150623374625e-09,1.0,3
Magdalena+Marganska,4,4.949808937375017e-06,1.0,1.8725176119876983e-08,1.0,2
Małgorzata+Telecka,14,7.424713406062525e-06,1.0,3.691233842640388e-12,1.0,3
Olimpia+Budriga,11,4.949808937375017e-06,1.0,5.612922833091622e-07,1.0,2
Katrin+Forster-Tonigold,1,7.424713406062525e-06,1.0,4.934118159821228e-08,1.0,3
Pernille+Yde,1,4.949808937375017e-06,1.0,1.9523302648272152e-08,1.0,2
Colleen+Lattyak,1,4.949808937375017e-06,1.0,1.4410275502470972e-09,1.0,2
Candice+Mezel,5,9.899617874750034e-06,1.0,3.0642084650380396e-08,1.0,4
Annik V.+Bunge,9,4.949808937375017e-06,1.0,1.981799921618367e-09,1.0,2
Nina+Owschimikow,9,7.177222959193775e-05,0.2881773399014778,6.274457095293299e-07,0.667816091954023,11
Sylvia E.+McLain,1,1.2374522343437543e-05,1.0,2.296381372775184e-09,1.0,5
Manisha+Kundu,0,7.424713406062525e-06,1.0,6.409095436189163e-09,1.0,3
Stefanie+Stuckenholz,0,2.7223949155562594e-05,1.0,1.0992665540892603e-07,1.0,11
Selma R.+Vieira,2,1.2374522343437543e-05,0.4,1.1842719936188519e-07,0.8,5
Melinda+Varga,4,1.484942681212505e-05,0.4,1.065971826156852e-08,0.7857142857142857,3
Agnieszka+Kondrat,13,2.96988536242501e-05,1.0,1.2023697613614806e-06,1.0,12
Piera L.+Ghia,35,7.424713406062525e-06,1.0,1.2602259906170595e-08,1.0,3
Cristina+Greco,4,2.4749044686875086e-06,0.0,3.81964762153506e-13,1.0,1
Margarita Astruc+Hoffmann,25,1.2374522343437543e-05,1.0,1.1486245166562417e-07,1.0,5
Jillian D.+Newhall,9,2.4749044686875086e-06,0.0,1.525860476833867e-08,1.0,1
Valerii M.+Vinokur,369,6.929732512325025e-05,0.1455026455026455,1.9193087395373615e-06,0.6022167487684729,10
Atsuko+Inoue-Ushiyama,14,2.4749044686875086e-06,0.0,2.847009445612623e-10,1.0,1
Bridget+Ingham,2,2.4749044686875087e-05,1.0,2.868044624835774e-06,1.0,10
Ulrike+Romatschke,249,2.4749044686875086e-06,0.0,1.1544094227270741e-08,1.0,1
Sachiko+Takeuchi,55,1.2374522343437543e-05,0.3,2.316988632723837e-06,0.7666666666666667,2
Annu+Batra,4,4.949808937375017e-06,1.0,6.922152056371524e-11,1.0,2
Kyungjin+Lee,4,1.2374522343437543e-05,0.9,1.634668293344785e-08,0.9666666666666667,5
Stéphanie+Beauceron,2,7.424713406062525e-06,1.0,3.715986311963786e-09,1.0,3
Stefanie+Fustmann,2,4.949808937375017e-06,1.0,5.096105052073888e-07,1.0,2
Jyoti+Katoch,15,3.217375809293761e-05,0.4358974358974359,1.086554102423293e-06,0.7582417582417582,9
Carla+Molteni,17,9.899617874750034e-06,0.5,3.8006148093239746e-07,0.85,4
Preeti+Parashar,56,1.2374522343437543e-05,0.4,2.4345532895873095e-07,0.8,5
Rini+Chatterjee,3,1.979923574950007e-05,1.0,5.149370650433033e-10,1.0,8
Katrin+Amann-Winkel,7,1.979923574950007e-05,0.5714285714285714,1.3168747805691381e-09,0.8333333333333334,5
Adriana+Araujo,0,4.949808937375017e-06,1.0,2.7929324200124273e-11,1.0,2
Inge Hald+Andersen,1,1.979923574950007e-05,1.0,2.644983796578078e-07,1.0,8
Constance+Toulouse,1,1.484942681212505e-05,1.0,1.3342798464271025e-07,1.0,6
Marirosa+Toscano,4,1.2374522343437543e-05,1.0,1.4077392157971264e-08,1.0,5
Carley C.+Paulsen,14,4.949808937375017e-06,1.0,1.904413272956834e-09,1.0,2
Erin B.+Curry,5,1.732433128081256e-05,1.0,3.5955667711046965e-07,1.0,7
Camilla+Pellegrini,10,1.2374522343437543e-05,1.0,1.2460540865337958e-06,1.0,5
Gail+Hanson,0,7.424713406062525e-06,1.0,6.716062609645514e-08,1.0,3
Kimberlee C.+Collins,6,2.4749044686875087e-05,1.0,2.4435574260003686e-06,1.0,10
Nayoung+Lee,5,9.899617874750034e-06,1.0,4.398746562991065e-06,1.0,4
Reinke Sven+Isermann,5,2.4749044686875086e-06,0.0,1.4203609807437939e-16,1.0,1
Yelena+Ben-Or,3,9.899617874750034e-06,1.0,1.0729950949406547e-08,1.0,4
Ashley J.+Ruiter,3,1.2374522343437543e-05,1.0,7.812960505495012e-11,1.0,5
Anna+Brunner,0,1.732433128081256e-05,1.0,2.2414940927491167e-07,1.0,7
Keiko+Oyama,4,7.424713406062525e-06,1.0,6.511922192729294e-08,1.0,3
Anastasiia+Anishchenko,5,9.899617874750034e-06,1.0,1.3714896646720542e-09,1.0,4
Carina+Herding,6,1.979923574950007e-05,1.0,1.448693348368513e-07,1.0,8
Rita D.+Bonetto,7,7.424713406062525e-06,1.0,5.346790740983797e-11,1.0,3
Birgit+Effey,5,2.4749044686875086e-06,0.0,4.876449958588796e-07,1.0,1
Rebecca+Vinsonhaler,0,1.2374522343437543e-05,1.0,8.5867782857518e-10,1.0,5
Annamaria+Cucolo,4,4.949808937375017e-06,1.0,8.202742177207276e-07,1.0,2
Linda E.+Marchese,3,4.949808937375017e-06,1.0,2.136285678034491e-09,1.0,2
Jenifer+Barrirero,0,1.732433128081256e-05,1.0,1.0286254627795726e-07,1.0,7
Laura S.+Rea,2,7.424713406062525e-06,1.0,1.3991979916330475e-06,1.0,3
Katharina+Gillen-Christandl,1,4.949808937375017e-06,0.0,6.196717218239614e-13,0.8333333333333334,1
Arifa+Ali Khan,32,1.732433128081256e-05,1.0,9.596891828214403e-06,1.0,7
Isabelle+Maurin,8,5.69228027798127e-05,0.33201581027667987,6.76433981646566e-08,0.6938405797101449,10
Yahong+Yu,1,4.454828043637515e-05,0.673202614379085,2.092991471593058e-06,0.8538011695906432,13
Lynnette+Michaluk,2,7.424713406062525e-06,1.0,7.249059753328304e-09,1.0,3
Anne+Crubellier,8,4.949808937375017e-06,1.0,2.757195075119104e-09,1.0,2
Bipasha+Bhowmick,1,7.424713406062525e-06,1.0,6.250447144836414e-05,1.0,3
M. Magdalena+Gelabert,1,2.4749044686875086e-06,0.0,5.3606737341024e-08,1.0,1
Tatiana+Nazarova,20,2.4749044686875087e-05,1.0,1.2635869091951728e-09,1.0,10
Dominique+Chandesris,4,2.2274140218187576e-05,0.8611111111111112,2.9392388311136035e-07,0.9444444444444444,8
Sophie E.+Oldham,0,1.732433128081256e-05,1.0,2.298086402872356e-06,1.0,7
Gargi+Chaudhuri,55,4.949808937375017e-06,0.0,1.1776845911884746e-05,0.8333333333333334,1
Laju+Bu,0,1.484942681212505e-05,1.0,1.893479470242179e-07,1.0,6
Loredana+Casalis,6,1.484942681212505e-05,0.4666666666666667,5.6625698127211594e-08,0.8095238095238095,4
Valentina+Parigi,152,3.464866256162512e-05,0.4725274725274725,8.61726529041727e-08,0.7714285714285715,8
Shrabani+Sinha,29,2.7223949155562594e-05,0.8181818181818182,0.00031695442723071336,0.9242424242424242,9
Yo+Nakajima,0,9.899617874750034e-06,1.0,1.7103980807825054e-07,1.0,4
Julia+Peuker,2,1.979923574950007e-05,1.0,3.592902387982923e-08,1.0,8
Yulia+Preezant,4,9.899617874750034e-06,1.0,1.1086254619490104e-05,1.0,4
Celia A. M.+Butler,0,1.484942681212505e-05,1.0,2.031229495448003e-08,1.0,6
Susan M.+Tarr,9,4.949808937375017e-06,1.0,2.0591336005965065e-10,1.0,2
Carmel A. B. Z.+Shor,5,7.424713406062525e-06,1.0,5.971627038083277e-08,1.0,3
Simona E.+Hunyadi,2,1.484942681212505e-05,1.0,1.1308036922258452e-08,1.0,6
Sannah+Ziama,1,4.949808937375017e-06,1.0,3.575158143579039e-11,1.0,2
Mor+Konsens,0,2.4749044686875086e-06,0.0,6.562631355295438e-09,1.0,1
Anna Zuzana+Dubnickova,0,1.2374522343437543e-05,0.6,1.2831123817106159e-08,0.8666666666666667,3
M. Veronica+Ganduglia-Pirovano,29,2.96988536242501e-05,0.4696969696969697,8.227127471319194e-07,0.7756410256410257,9
Gordana+Omanovic̀,16,2.4749044686875086e-06,0.0,2.118294669125421e-09,1.0,1
Gloria M.+Japiassú,12,1.732433128081256e-05,0.47619047619047616,3.8970856815941195e-06,0.8035714285714286,4
Tatyana+Guryeva,21,2.7223949155562594e-05,1.0,9.606977675618286e-08,1.0,11
Zeudi+Mazzotta,0,9.899617874750034e-06,1.0,1.0282221501486737e-07,1.0,4
Françoise+Nardou,0,4.949808937375017e-06,1.0,8.309210098167742e-14,1.0,2
Giovanna+Fragneto,0,7.424713406062525e-06,1.0,1.2060833241315868e-10,1.0,3
Christa J.+Maetz,27,4.949808937375017e-06,1.0,7.43785124076118e-09,1.0,2
Helena+Braga,3,4.949808937375017e-06,1.0,4.0430214877932706e-07,1.0,2
Elizabeth+Wingfield,27,7.424713406062525e-06,1.0,6.524950499419096e-09,1.0,3
Regina+Hoffmann,15,4.949808937375017e-06,1.0,1.4836585594135157e-09,1.0,2
Susmita+Kundu,9,7.424713406062525e-06,1.0,4.6432958725107006e-07,1.0,3
Drora+Kedem,2,4.949808937375017e-06,1.0,6.699990593818076e-05,1.0,2
Tamara+Radetic,0,4.949808937375017e-06,1.0,8.357532967376104e-08,1.0,2
Cynthia A.+Keeler,4,2.4749044686875086e-06,0.0,1.2419747362197926e-08,1.0,1
Brenda L.+Dingus,21,2.4749044686875086e-06,0.0,1.2432452117041414e-07,1.0,1
Tannie+Stovall,42,2.4749044686875086e-06,0.0,2.0414228818283694e-06,1.0,1
Simcha+Srebnik,9,7.424713406062525e-06,0.3333333333333333,3.930999346164922e-08,0.8333333333333334,2
Diane+Isaacson,2,4.949808937375017e-06,1.0,4.0305808569104463e-07,1.0,2
Katherine+Chamberlain,16,4.949808937375017e-06,0.0,3.418807655807253e-10,0.8333333333333334,1
María Paz+Zorzano,5,2.4749044686875086e-06,0.0,8.80056616599151e-10,1.0,1
Carolina B.+Tauro,0,7.424713406062525e-06,1.0,2.0572686654751305e-09,1.0,3
Julia+Sakowitz,0,4.949808937375017e-06,1.0,1.7379926193783083e-07,1.0,2
Marguerite+Joucla,26,1.2374522343437543e-05,1.0,1.7327847712486815e-07,1.0,5
Claire+Jones,32,1.484942681212505e-05,1.0,2.9661023597743733e-09,1.0,6
Magali+Charlot,1,4.949808937375017e-06,1.0,1.1926109349759325e-11,1.0,2
Catherine+Tonin,34,1.484942681212505e-05,1.0,7.542457354991041e-10,1.0,6
Saritha K.+Nair,6,3.464866256162512e-05,0.5494505494505495,0.00014587217360215063,0.8047619047619048,13
Heejeong+Jeong,57,2.7223949155562594e-05,0.2545454545454545,3.7241088054680095e-06,0.6893939393939394,9
Rebecca Y.+Park,2,7.424713406062525e-06,1.0,1.4205138734563492e-06,1.0,3
Tohru+Kawarabayashi,127,2.4749044686875087e-05,0.4,1.991679538364528e-07,0.7545454545454545,8
Ioanna+Bakaimi,0,1.2374522343437543e-05,1.0,2.359711898764291e-07,1.0,5
Jutta+Rogal,54,4.702318490506266e-05,0.22807017543859648,5.280718758202562e-07,0.6526315789473685,8
Giulia+Gubitosi,73,5.197299384243768e-05,0.2714285714285714,1.2190318335970057e-08,0.6688311688311688,8
Sieu D.+Ha,13,3.959847149900014e-05,0.25833333333333336,2.74212364765177e-06,0.6727941176470589,8
Annalisa+Fierro,66,2.7223949155562594e-05,0.38181818181818183,5.391978412404609e-08,0.7424242424242424,6
Kayla+Sapp,0,2.4749044686875086e-06,0.0,1.7650267820789325e-10,1.0,1
Kathrin+Padberg-Gehle,3,9.899617874750034e-06,0.5,2.855512197590488e-09,0.85,3
Judith+Herzfeld,71,7.424713406062525e-06,0.3333333333333333,1.73017167864268e-10,0.8333333333333334,2
Lucy J.+Colwell,0,9.899617874750034e-06,1.0,2.415586000859762e-08,1.0,4
Athena S. M.+Sefat,23,3.217375809293761e-05,1.0,1.0506701880747718e-05,1.0,13
Janet L.+Pan,27,2.4749044686875086e-06,0.0,6.445826590997258e-11,1.0,1
Susanne F.+Yelin,68,4.9498089373750174e-05,0.3263157894736842,2.640581552813792e-06,0.6952380952380952,10
Keiko+Kato,16,1.2374522343437543e-05,0.9,3.7394779099572764e-08,0.9666666666666667,5
Ciara+Morgan,3,1.732433128081256e-05,0.7142857142857143,6.4806102079110024e-09,0.8928571428571429,6
Kimberly+Allen,10,1.732433128081256e-05,0.42857142857142855,5.037212592099032e-06,0.7857142857142857,5
Elizabeth M.+Cherry,1,1.979923574950007e-05,0.5714285714285714,6.725622314108907e-08,0.8333333333333334,6
Maryvonne+Hervieu,14,4.207337596768765e-05,0.33088235294117646,1.8134767243545071e-06,0.7026143790849673,10
Suzanne G. E.+te Velthuis,28,3.959847149900014e-05,0.7166666666666667,5.299286834983612e-06,0.875,13
Nele+Veldeman,0,1.2374522343437543e-05,1.0,6.103422457428091e-08,1.0,5
Kathrin+Sentker,0,1.2374522343437543e-05,1.0,2.5085658564859216e-09,1.0,5
Monica M. C.+Allain,0,4.949808937375017e-06,1.0,5.294380268747744e-06,1.0,2
Eva M.+Reinisch,2,2.2274140218187576e-05,1.0,6.267062423099161e-08,1.0,9
Aleksandra+Wypych,2,4.949808937375017e-06,1.0,2.5214776201629566e-11,1.0,2
Iljana+Miethe,3,4.949808937375017e-06,1.0,1.2485942954850542e-10,1.0,2
Tessa+Baker,79,1.484942681212505e-05,0.4666666666666667,1.3822963544441057e-09,0.8095238095238095,5
