Name,Citation_Count,Degree_Centrality,Clustering_Coefficient,Eigenvector_Centrality,Efficiency,K_core
Marta D.+Rossell,60,2.96988536242501e-05,0.7878787878787878,4.4662962502964985e-06,0.9102564102564102,10
Marie+D’Angelo,3,3.464866256162512e-05,1.0,3.0151242811642137e-05,1.0,14
Adar+Sonn-Segev,2,7.424713406062525e-06,1.0,3.6686766399363705e-09,1.0,3
Małgorzata+Piȩtka,2,2.4749044686875086e-06,0.0,5.508192616548107e-12,1.0,1
Elizabeth+Dobisz,19,4.9498089373750174e-05,0.5052631578947369,1.0792488242358714e-06,0.7761904761904762,11
Valery+Dubov,2,2.4749044686875086e-06,0.0,5.545037159355276e-09,1.0,1
Assumpta+Parreño,197,3.959847149900014e-05,0.4583333333333333,0.0003026398258819194,0.7610294117647058,10
Akiko+Murakami,1,2.4749044686875086e-06,0.0,5.96825226660231e-09,1.0,1
Connie+Sutherland,1,4.949808937375017e-06,1.0,3.00585290136443e-10,1.0,2
Manran+Zhu,3,9.899617874750034e-06,1.0,9.151350083979928e-09,1.0,4
Katarina+Susman,1,4.949808937375017e-06,1.0,2.6354378997713955e-08,1.0,2
Maxine+Matison,3,7.424713406062525e-06,1.0,4.3310407238443565e-06,1.0,3
Valentina+Schettini,1,1.732433128081256e-05,1.0,3.280679294071618e-08,1.0,7
Agnes+Grau,4,1.2374522343437543e-05,1.0,2.0489332849105594e-09,1.0,5
Hatice+Altug,0,9.899617874750034e-06,1.0,1.7202220483890834e-07,1.0,4
Anna+Trevisan,1,4.949808937375017e-06,1.0,1.5445516711647273e-08,1.0,2
Xuezhen+Wang,0,7.424713406062525e-06,1.0,5.4927934571672725e-06,1.0,3
Peichun Amy+Tsai,3,7.424713406062525e-06,1.0,1.5031588803496492e-08,1.0,3
Fumiko+Yamaguchi,45,1.484942681212505e-05,0.3333333333333333,5.905180727339639e-07,0.7619047619047619,5
Syuzanna+Sargsyan,1,4.949808937375017e-06,1.0,9.335373811554246e-09,1.0,2
Nikita+Blinov,16,1.979923574950007e-05,0.35714285714285715,5.9109986333999305e-08,0.75,6
Hiroyoshi+Naito,48,3.959847149900014e-05,0.21666666666666667,5.385198562037854e-08,0.6544117647058824,5
Silvia+Bergamini,1,9.899617874750034e-06,1.0,1.1080737599305665e-08,1.0,4
Noemi+Frusciante,34,7.424713406062525e-06,1.0,9.353542721853675e-09,1.0,3
Pauline+Petit,0,7.424713406062525e-06,1.0,1.692036991198064e-10,1.0,3
Nannan+Liu,0,9.899617874750034e-06,0.8333333333333334,2.520867764615183e-07,0.95,3
Ashley C.+Stowe,26,1.732433128081256e-05,1.0,2.1308723106345754e-06,1.0,7
Natalia+Tsud,5,1.484942681212505e-05,1.0,3.4080830535373418e-09,1.0,6
Michèle+Leduc,8,4.949808937375017e-06,1.0,1.086102241263158e-09,1.0,2
Kuen-Jen+Wang,2,2.4749044686875087e-05,1.0,1.693183926906619e-06,1.0,10
Maxine+Savitz,0,3.217375809293761e-05,1.0,4.6057976619648797e-10,1.0,13
Myungshik+Kim,25,1.484942681212505e-05,0.4,1.1917053065726337e-07,0.7857142857142857,6
Galit+Eyal,8,4.949808937375017e-06,1.0,6.3427742096683104e-09,1.0,2
Janis+Aldins,81,7.424713406062525e-06,1.0,2.1883856275330782e-07,1.0,3
Hélène+de Maleprade,0,4.949808937375017e-06,1.0,1.7434821585718135e-10,1.0,2
Efrat+Gerchkovitz,2,4.949808937375017e-06,1.0,2.7939377983018327e-10,1.0,2
Claire P.+Massen,60,2.4749044686875086e-06,0.0,3.36641454029932e-10,1.0,1
Adriana+Cordero-Cid,22,1.2374522343437543e-05,0.4,4.074838905232578e-08,0.8,5
Eleanor+Hodby,32,7.424713406062525e-06,1.0,2.727633403303086e-10,1.0,3
Raffaella M.+Vuolo,2,2.4749044686875086e-06,0.0,5.731268799464261e-10,1.0,1
Monika+Leibscher,4,2.4749044686875086e-06,0.0,3.610176924143912e-09,1.0,1
Raquel+Queiroz,26,3.464866256162512e-05,0.6263736263736264,2.356233265912627e-06,0.8380952380952381,12
Federica+Palorini,2,7.424713406062525e-06,1.0,7.757398447536834e-10,1.0,3
Michele+Bernardin,2,4.949808937375017e-06,1.0,1.2965870929138982e-09,1.0,2
Larisa+Laperashvili,1,1.2374522343437543e-05,0.6,6.472321757939964e-08,0.8666666666666667,4
Stephanie C.+Weber,68,4.949808937375017e-06,1.0,1.7792180038444688e-11,1.0,2
Susan E.+Mahan,20,7.424713406062525e-06,1.0,5.138760972505282e-09,1.0,3
Olga+Machtey,58,1.484942681212505e-05,0.4666666666666667,8.965627888308996e-08,0.8095238095238095,5
Anna M.+Mirri,10,4.949808937375017e-06,1.0,1.3886386222620551e-06,1.0,2
Osanne+Paireau,1,2.4749044686875086e-06,0.0,1.5477774689968604e-07,1.0,1
Victoria V.+Yaroshenko,6,7.424713406062525e-06,0.6666666666666666,2.1128429818482576e-12,0.9166666666666666,2
Margaret S.+Cheung,1,4.949808937375017e-06,1.0,1.1583350545748414e-08,1.0,2
Maryam+Aliee,0,2.4749044686875086e-06,0.0,2.7947504289174544e-10,1.0,1
Daniela+Steinbacher,2,2.4749044686875086e-06,0.0,1.4872141896424444e-08,1.0,1
Yoju+Lee,1,9.899617874750034e-06,0.6666666666666666,1.2560835967923827e-08,0.9,3
Gunjan+Verma,6,9.899617874750034e-06,1.0,8.347538746781866e-11,1.0,4
Paula+Kayser,0,1.2374522343437543e-05,1.0,2.6110404643499236e-06,1.0,5
Bettina+Knippel,9,2.4749044686875086e-06,0.0,1.3375310977844971e-07,1.0,1
Annie K.+Powell,18,1.2374522343437543e-05,1.0,1.5402493284764433e-08,1.0,5
Jianxiong+Wu,1,1.2374522343437543e-05,1.0,8.912466448818925e-07,1.0,5
Ashley+Lyons,0,1.732433128081256e-05,1.0,5.0734925182902025e-09,1.0,7
Angela C.+White,17,4.949808937375017e-06,1.0,2.220333853357932e-09,1.0,2
Kay Hyeok+An,5,6.187261171718772e-05,0.36666666666666664,5.941099473594723e-07,0.7076923076923077,9
Anjana+Talapatra,0,2.2274140218187576e-05,0.4444444444444444,1.9224759104184172e-05,0.7777777777777778,6
Clivia M.+Sotomayor Torres,7,4.454828043637515e-05,0.477124183006536,2.4464182915917905e-06,0.7660818713450293,10
Sofie+Cambré,9,9.899617874750034e-06,1.0,4.5585501557325575e-10,1.0,4
Elvira+Barbera,1,4.949808937375017e-06,1.0,3.6776386976687653e-09,1.0,2
Madhumita+Halder,6,1.484942681212505e-05,0.6,1.343848706525262e-05,0.8571428571428571,6
Frances+Williams,0,9.899617874750034e-06,1.0,3.4771458709385855e-07,1.0,4
J. Ribeiro+Filho,3,9.899617874750034e-06,1.0,5.021044162531493e-07,1.0,4
Agnieszka+Wołoś,2,3.712356703031263e-05,0.6476190476190476,4.999412261720691e-07,0.8458333333333333,10
Elisabeth+Dartyge,42,3.217375809293761e-05,0.5641025641025641,1.490388302233614e-07,0.8131868131868132,8
Michèle+Sauvage-Simkin,3,3.712356703031263e-05,0.7904761904761904,1.5709528176078767e-06,0.9083333333333333,13
Lucilla+de Arcangelis,22,4.949808937375017e-06,1.0,5.284739912980391e-09,1.0,2
Nina R.+Weisse-Bernstein,4,2.7223949155562594e-05,1.0,3.953220620261572e-06,1.0,11
Ma. Guadalupe+Moreno Armenta,3,4.949808937375017e-06,1.0,2.735980541388974e-07,1.0,2
Mizuho+Fushitani,13,1.732433128081256e-05,0.8095238095238095,2.0072637771875294e-07,0.9285714285714286,6
Surjeet+Rajendran,382,6.682242065456273e-05,0.1623931623931624,3.243353568148825e-06,0.6111111111111112,9
Margaret M.+Murnane,670,0.0003217375809293761,0.10411449016100179,6.4934086430226925e-06,0.5588960657662948,16
Barbara+Rovšek,37,4.949808937375017e-06,1.0,2.6354378997713955e-08,1.0,2
Mamata+Bhattacharya,5,4.949808937375017e-06,1.0,3.341577381730622e-07,1.0,2
Tomoko+Inazumi,1,9.899617874750034e-06,1.0,7.198819991744291e-08,1.0,4
Soma+Mandal,7,7.424713406062525e-06,1.0,7.520520145639881e-09,1.0,3
Karine+Dupret,25,4.949808937375017e-06,1.0,4.157793269462825e-09,1.0,2
Alicia+Kam,7,9.899617874750034e-06,1.0,1.0737951192395364e-08,1.0,4
Alicia V.+Carpentier,41,1.732433128081256e-05,0.6666666666666666,1.0468991414167718e-07,0.875,5
María Carmen+Gallardo,13,2.96988536242501e-05,0.8787878787878788,1.3025689200614263e-06,0.9487179487179487,10
Sara L.+Cormier,4,9.899617874750034e-06,1.0,5.806755479599878e-10,1.0,4
Neetu+Gupta,2,4.949808937375017e-06,1.0,8.128491812838877e-10,1.0,2
Yuki+Sughiyama,3,1.484942681212505e-05,0.4,2.822580696562197e-08,0.7857142857142857,5
Charlotte+Py,26,1.732433128081256e-05,0.5238095238095238,5.2513936913622405e-08,0.8214285714285714,5
Alessandra M.+Lombardi,1,4.949808937375017e-06,1.0,7.15375445867764e-14,1.0,2
Sibel+Boran,0,4.949808937375017e-06,1.0,1.0090280872861883e-09,1.0,2
Catherine+Kallin,219,6.434751618587522e-05,0.11384615384615385,3.3878130756251273e-06,0.5897435897435898,10
Kelly A.+Shorlin,26,7.424713406062525e-06,1.0,9.55448744988364e-08,1.0,3
Valerii I.+Zhudov,18,4.949808937375017e-06,1.0,1.6633496500957037e-08,1.0,2
Mélanie+Grapinet,24,7.424713406062525e-06,1.0,7.154057675764597e-08,1.0,3
Céline+Otjacques,5,1.979923574950007e-05,0.8928571428571429,4.862708313841151e-07,0.9583333333333334,6
Heather L.+Partner,5,9.899617874750034e-06,1.0,1.3405707427084675e-08,1.0,4
Sylvie+Bonnamy,3,1.2374522343437543e-05,1.0,1.2181326108818536e-06,1.0,5
Aurore+Gomez,3,1.979923574950007e-05,1.0,2.929307125481767e-09,1.0,8
Oana+Bunău,5,6.187261171718772e-05,0.42,5.970734034034304e-06,0.7323076923076923,13
Rebecca+Grossman,45,4.949808937375017e-06,1.0,7.16944669496195e-10,1.0,2
Jayita+Banerjee,7,1.484942681212505e-05,1.0,7.065528005471163e-08,1.0,6
Shreetu+Shrestha,0,1.732433128081256e-05,1.0,2.256148877719028e-07,1.0,7
Dalit+Engelhardt,23,1.732433128081256e-05,0.3333333333333333,1.0699428604658631e-07,0.75,7
Vlasta+Bonačić-Koutecký,20,5.197299384243768e-05,0.2857142857142857,3.3594719458119984e-08,0.6753246753246753,7
Neeti+Parashar,1,9.899617874750034e-06,1.0,1.482592839489323e-06,1.0,4
Lene+Vestergaard Hau,47,2.4749044686875087e-05,0.5555555555555556,7.5116854549476134e-06,0.8181818181818182,8
Sanghee+Hahn,0,7.424713406062525e-06,1.0,1.948871418830628e-06,1.0,3
Neetu+Munjal,0,1.484942681212505e-05,1.0,4.575356489122229e-05,1.0,6
Karen+Baker,7,4.949808937375017e-06,1.0,1.3094284460480767e-06,1.0,2
S. Uma+Sankar,247,6.682242065456273e-05,0.16809116809116809,8.003886250088473e-06,0.6137566137566137,10
Tania+Slawecki,16,4.949808937375017e-06,1.0,1.460956538973623e-06,1.0,2
Serpil+Sucu,0,9.899617874750034e-06,1.0,7.629159100068698e-09,1.0,4
Bianca+Thiere,1,1.732433128081256e-05,1.0,3.227904222627898e-08,1.0,7
Carla+Figueira de Morisson Faria,40,7.424713406062525e-06,0.3333333333333333,1.149821037526637e-07,0.8333333333333334,3
Maki+Takahashi,3,4.949808937375017e-06,1.0,3.628007511021639e-08,1.0,2
Chandana+Ghatak,5,2.4749044686875086e-06,0.0,5.468977036143627e-10,1.0,1
Pamela+Rueda-Fonseca,3,4.949808937375017e-06,1.0,2.3006286669230805e-08,1.0,2
Kia L.+Ngai,12,7.424713406062525e-06,1.0,4.847156958547395e-11,1.0,3
Milica+Todorović,3,1.979923574950007e-05,1.0,2.0950316813325633e-07,1.0,8
Viktoriya S.+Morozova,4,4.949808937375017e-06,1.0,1.1911020250385717e-08,1.0,2
Aina Mardhiyah M.+Ghazali,8,1.2374522343437543e-05,1.0,1.777228536622229e-08,1.0,5
Paula+Tuzón,44,4.949808937375017e-06,1.0,4.4872652906534334e-08,1.0,2
Elena+Mazurova,1,4.949808937375017e-06,1.0,6.32766260895326e-11,1.0,2
Eunju+Choi,3,4.949808937375017e-06,1.0,1.1922291303906954e-09,1.0,2
Neus+Domingo,3,5.444789831112519e-05,0.4935064935064935,1.171338701068391e-07,0.7687747035573123,13
Nora H.+Sabelli,13,9.899617874750034e-06,0.3333333333333333,4.93150476983537e-07,0.8,2
Kate H.+Heffernan,0,1.2374522343437543e-05,1.0,3.500477070118765e-06,1.0,5
Sabrina+Rufo,0,7.424713406062525e-06,1.0,5.7913971855650064e-08,1.0,3
Margaret+Hawton,75,1.979923574950007e-05,0.17857142857142858,1.903952936234024e-06,0.6805555555555556,4
Suranjana+Rai,8,4.949808937375017e-06,1.0,6.40364650523637e-08,1.0,2
Valery M.+Uzdin,12,7.424713406062525e-06,0.6666666666666666,2.6588092316604997e-09,0.9166666666666666,2
Charlotte+Sanders,2,4.207337596768765e-05,0.8088235294117647,6.264271984096507e-07,0.9150326797385621,12
Devorah+Herbert,2,2.4749044686875086e-06,0.0,6.47994060729976e-09,1.0,1
Leah+Hoover,9,9.899617874750034e-06,1.0,9.919080647292176e-08,1.0,4
Anne-Marie+Daré,46,1.484942681212505e-05,0.4666666666666667,1.858022278910748e-06,0.8095238095238095,4
Jennifer+Curtis,0,7.424713406062525e-06,1.0,3.77988098667537e-08,1.0,3
Helena+Pais,75,2.96988536242501e-05,0.2727272727272727,1.0147338180597857e-07,0.6923076923076923,5
Maryam+Sakhdari,0,7.424713406062525e-06,1.0,6.258581155082089e-07,1.0,3
Galina+Asova,2,2.4749044686875087e-05,1.0,3.2993484750157506e-10,1.0,10
Melissa+McIntyre,8,2.4749044686875086e-06,0.0,8.320779958487058e-10,1.0,1
Monika+Fritz,10,1.2374522343437543e-05,1.0,3.7659628038740574e-10,1.0,5
Amélie+Jarnac,3,3.464866256162512e-05,0.7582417582417582,2.4766868351310713e-07,0.8952380952380953,11
Ashley P.+Willis,26,2.4749044686875087e-05,0.26666666666666666,1.2584346914198658e-07,0.7,5
Carmel+Rotschild,133,2.96988536242501e-05,0.6060606060606061,8.375414169039594e-08,0.8333333333333334,8
Yury+Kiselev,0,9.899617874750034e-06,1.0,1.1308922448576326e-07,1.0,4
Eloisa+Menegoni,35,2.2274140218187576e-05,0.6388888888888888,2.76254299165043e-08,0.8555555555555555,7
Tanu+Singla,4,4.949808937375017e-06,1.0,3.3662780358313927e-08,1.0,2
Mercedeh+Khajavikhan,3,9.899617874750034e-06,1.0,3.802776952892108e-08,1.0,4
Ainur+Urazalina,0,1.2374522343437543e-05,1.0,5.752441225887249e-11,1.0,5
Sanders N.+Dorenbos,7,2.2274140218187576e-05,1.0,9.276259643785302e-09,1.0,9
Françoise+Argoul,55,2.4749044686875087e-05,0.28888888888888886,1.0492567215484607e-06,0.7090909090909091,4
Abby+Tan,4,4.949808937375017e-06,1.0,1.5389462970414388e-10,1.0,2
Valery P.+Kurbatsky,0,2.4749044686875086e-06,0.0,2.2896906277996712e-11,1.0,1
Ikuzo+Kanazawa,4,9.899617874750034e-06,1.0,2.215377785562362e-08,1.0,4
Lauriane+Chomaz,47,1.732433128081256e-05,0.8571428571428571,1.5052355775364433e-08,0.9464285714285714,6
S. Rebeca+Juárez W.,0,7.424713406062525e-06,1.0,1.0434590205426152e-12,1.0,3
Irina I.+Mizus,6,2.7223949155562594e-05,1.0,2.7540446947044927e-08,1.0,11
Valerie+Dunmire,0,9.899617874750034e-06,1.0,8.400514007124786e-07,1.0,4
Elena+Magnano,2,3.712356703031263e-05,0.7904761904761904,1.5751322682054236e-06,0.9083333333333333,13
Neelima G.+Kelkar,10,4.949808937375017e-06,1.0,1.0796617117774667e-06,1.0,2
Gaveshna+Gupta,10,9.899617874750034e-06,0.5,1.4640650921301146e-08,0.85,4
Mariko+Fukuda,3,4.949808937375017e-06,1.0,3.830107266483365e-09,1.0,2
Sangeeta+Sharma,20,3.464866256162512e-05,0.3956043956043956,2.02538880876838e-05,0.7380952380952381,9
Ágnes+Nagy,41,1.979923574950007e-05,0.42857142857142855,5.348104575599539e-08,0.7777777777777778,5
Miho+Takahashi,3,9.899617874750034e-06,1.0,5.247426962546076e-08,1.0,4
Cigdem+Capan,16,1.732433128081256e-05,0.42857142857142855,3.090129103411909e-07,0.7857142857142857,4
Amanda J.+Chatten,0,2.7223949155562594e-05,1.0,4.832897123781203e-10,1.0,11
Yoshibumi+Sato,5,7.424713406062525e-06,1.0,2.6698312433117796e-05,1.0,3
Yukyung+Kim,0,1.979923574950007e-05,1.0,2.494564622865167e-08,1.0,8
Vardit+Eckhouse,6,7.424713406062525e-06,1.0,1.1446581635669205e-08,1.0,3
Hiromi+Unoki,20,2.2274140218187576e-05,0.7777777777777778,4.3732456983770257e-07,0.9111111111111111,8
Elisa+Tamborini,5,1.732433128081256e-05,1.0,4.21098107846189e-08,1.0,7
Kathleen A.+Hinko,1,7.424713406062525e-06,1.0,2.479952868785797e-11,1.0,3
Keiko+Kokeyama,25,4.207337596768765e-05,0.3602941176470588,4.592518413072825e-06,0.7156862745098039,10
Iza+Goroff,109,2.4749044686875086e-06,0.0,3.0215541071772386e-07,1.0,1
Catarina+Bastos,67,1.484942681212505e-05,0.6666666666666666,3.381592123854892e-10,0.8809523809523809,4
Stefanie+Marx,4,7.424713406062525e-06,1.0,3.529295495163485e-08,1.0,3
Gitti L.+Frey,13,9.899617874750034e-06,1.0,1.1065684541856664e-05,1.0,4
Rohini M.+Godbole,168,6.682242065456273e-05,0.14245014245014245,2.1450826408462747e-07,0.6018518518518519,9
Olga+Girshevitz,8,1.484942681212505e-05,1.0,1.1928687807718323e-08,1.0,6
Sladjana M.+Stojković,87,9.899617874750034e-06,1.0,1.1395658973959126e-08,1.0,4
Patrice+Fromy,7,4.949808937375017e-06,1.0,1.2834807147893934e-10,1.0,2
Brittany+Corn,11,7.424713406062525e-06,1.0,2.3222225230182467e-07,1.0,3
Toshiko+Onami,0,1.484942681212505e-05,1.0,4.0410423383788623e-10,1.0,6
Minette M.+Mohan,19,4.949808937375017e-06,0.0,2.2524614363259226e-07,0.8333333333333334,2
Aurore J.+Said,6,1.979923574950007e-05,0.7857142857142857,1.7157646633360514e-07,0.9166666666666666,8
Marina+Putti,11,2.2274140218187576e-05,1.0,2.7273079760698986e-07,1.0,9
Amruta+Mishra,126,3.217375809293761e-05,0.1282051282051282,5.197992760240956e-05,0.6263736263736264,7
Véronique+Brouet,10,6.434751618587522e-05,0.3415384615384615,8.618135973719209e-06,0.6951566951566952,12
Tamar S.+Mentzel,1,1.2374522343437543e-05,1.0,4.0316012471310254e-08,1.0,5
Elżbieta+Kochowska,14,7.424713406062525e-06,1.0,1.6421937247263803e-08,1.0,3
Parisa+Fallahi,11,9.899617874750034e-06,1.0,2.6197137709569817e-09,1.0,4
Laifa+He,5,1.2374522343437543e-05,1.0,6.641252084156064e-08,1.0,5
Madhusree+Roy Chowdhury,0,1.2374522343437543e-05,1.0,2.5139877128567966e-06,1.0,5
Pamela T.+Korda,109,7.424713406062525e-06,0.6666666666666666,2.044185381143076e-08,0.9166666666666666,2
Florence+Raynal,0,1.484942681212505e-05,1.0,1.554467417282763e-08,1.0,6
Suliana+Manley,8,1.979923574950007e-05,1.0,4.8167602550451174e-08,1.0,8
Priscilla+Canizares,50,1.979923574950007e-05,0.5,6.810951140221679e-09,0.8055555555555556,7
Judith+Peters,3,9.899617874750034e-06,1.0,2.3262813977375978e-11,1.0,4
Helena+Kaper,0,7.424713406062525e-06,1.0,1.2480776538934841e-11,1.0,3
Anneke+Monsky,4,1.484942681212505e-05,1.0,9.809788871626757e-09,1.0,6
Megan L.+Grunert,2,4.949808937375017e-06,1.0,1.0094298027891068e-10,1.0,2
Huijun+Gao,0,7.424713406062525e-06,1.0,7.782453262104958e-08,1.0,3
Nathalie+Bardou,11,2.96988536242501e-05,0.6515151515151515,1.6759184307943217e-09,0.8525641025641025,7
Minta C.+Akin,7,1.732433128081256e-05,1.0,7.968783854711617e-09,1.0,7
Marie-Claire+Bellissent-Funel,13,2.4749044686875087e-05,0.3111111111111111,1.88626376501609e-07,0.7181818181818181,5
Carole+Lecoutre-Chabot,12,1.979923574950007e-05,0.7857142857142857,1.8255033729321502e-09,0.9166666666666666,6
Kanae+Kawabata,4,4.949808937375017e-06,1.0,1.3822304847228518e-07,1.0,2
Eleni+Arapaki,14,1.2374522343437543e-05,0.6,7.367300303207213e-08,0.8666666666666667,3
Oksana+Chubykalo,11,4.949808937375017e-06,1.0,1.6757854672346507e-08,1.0,2
Elena+Venturini,0,7.424713406062525e-06,1.0,2.1077983216428784e-09,1.0,3
Apiradee+Honglawan,3,1.2374522343437543e-05,1.0,3.760847615728247e-07,1.0,5
Vera+Carolus,2,1.484942681212505e-05,1.0,1.0702710018885345e-07,1.0,6
Xiaodun+Jing,66,1.979923574950007e-05,0.5714285714285714,8.229948687886942e-06,0.8333333333333334,6
Srabani+Roy,0,4.949808937375017e-06,1.0,6.857828703252506e-09,1.0,2
Ayako+Hashimoto,19,3.464866256162512e-05,0.46153846153846156,8.343592815754296e-07,0.7666666666666667,9
Haihong+Li,4,3.464866256162512e-05,0.34065934065934067,4.1136879569517596e-07,0.7142857142857143,7
Inga+Fischer,25,4.949808937375017e-06,1.0,3.546729131299577e-07,1.0,2
L. Campos+Venuti,21,9.899617874750034e-06,0.5,1.9151635884851787e-06,0.85,3
Laurence+Pruvost,38,3.464866256162512e-05,0.18681318681318682,4.83479001273777e-08,0.6476190476190476,4
Adriana G.+Moreira,85,1.2374522343437543e-05,0.4,1.0403840838791489e-08,0.8,3
Florence+Nogrette,52,3.217375809293761e-05,0.47435897435897434,1.0193999853595126e-08,0.7747252747252747,8
Lotty+Ackerman,136,9.899617874750034e-06,0.6666666666666666,2.8386554924498497e-07,0.9,4
Rozenn+Bernard,4,2.2274140218187576e-05,1.0,2.568693700860304e-07,1.0,9
Katja+Henjes,5,2.4749044686875086e-06,0.0,2.5192604131789827e-09,1.0,1
Masha+Baryakhtar,12,4.949808937375017e-06,1.0,7.42089173352781e-10,1.0,2
Lekshmi+Sudha Devi,17,2.2274140218187576e-05,0.5555555555555556,1.310240873880837e-08,0.8222222222222222,6
Mandira+Sinha,11,2.7223949155562594e-05,0.9818181818181818,0.00036420753047392457,0.9924242424242424,11
Donghong+Li,2,1.2374522343437543e-05,1.0,6.827004826872054e-07,1.0,5
Eliana+Asciutto,2,4.949808937375017e-06,1.0,2.6668394960138177e-08,1.0,2
Yael+Dror,2,1.2374522343437543e-05,1.0,1.3158422261593276e-08,1.0,5
Emily+Baird,22,7.424713406062525e-06,1.0,1.0907327660974528e-08,1.0,3
Janice+Shen,3,2.4749044686875086e-06,0.0,9.835320935757122e-10,1.0,1
Chiiling+Wang,6,2.4749044686875086e-06,0.0,1.5848759300643463e-08,1.0,1
Laura+Sampson,106,2.4749044686875087e-05,0.6,6.680153989483951e-08,0.8363636363636363,9
Janet+Braddock-Wilking,1,4.949808937375017e-06,1.0,9.988520276043829e-09,1.0,2
Ebru+Erünal,0,1.732433128081256e-05,1.0,5.537111704914992e-08,1.0,7
Fatima+Hamdache,2,4.949808937375017e-06,1.0,2.4097421871831474e-08,1.0,2
Sigrid G.+Eeckhout,7,3.217375809293761e-05,0.6794871794871795,7.487581460103135e-07,0.8626373626373627,10
Katrin+Meier,10,2.4749044686875087e-05,1.0,2.876095834548983e-06,1.0,10
Robynne M.+Lock,4,1.2374522343437543e-05,1.0,2.539775416571839e-11,1.0,5
Honorina+Ruíz-Estrada,4,7.424713406062525e-06,1.0,2.0909573554419526e-11,1.0,3
Eleonora+Vella,1,7.424713406062525e-06,1.0,8.88645946987744e-12,1.0,3
Eleanor D.+Siebert,32,2.4749044686875086e-06,0.0,6.415273120633779e-09,1.0,1
Christianne+Beekman,0,5.197299384243768e-05,0.5285714285714286,7.4028453885242e-06,0.7857142857142857,13
Elisabetta+Semboloni,3,1.2374522343437543e-05,1.0,2.053568931880624e-08,1.0,5
Stephanie+Lyons,1,4.9498089373750174e-05,1.0,2.0556756796620783e-06,1.0,20
Masami+Kanzaki,7,7.424713406062525e-06,1.0,1.4657775686073658e-07,1.0,3
Gaëlle+Charron,0,1.484942681212505e-05,1.0,1.2036520337406096e-09,1.0,6
Juliana+Boerio-Goates,16,1.979923574950007e-05,0.2857142857142857,7.142725447861148e-07,0.7222222222222222,4
Federica+Marone,2,1.732433128081256e-05,1.0,3.934016218441238e-09,1.0,7
D. Cortina+Gil,23,8.66216564040628e-05,0.5478991596638656,0.003668080590738176,0.7865079365079365,33
Márcia C.+Pereira,3,4.949808937375017e-06,1.0,1.9405254047531844e-07,1.0,2
Fereshteh+Adli,0,4.949808937375017e-06,1.0,6.500181981003512e-15,1.0,2
Gia Thi Ngoc+Trinh,2,1.2374522343437543e-05,1.0,5.882366511863301e-07,1.0,5
Meenakshi+Singh,17,4.9498089373750174e-05,0.42105263157894735,1.2059735985148918e-05,0.7380952380952381,14
Barbara+Dietz,6,4.9498089373750174e-05,0.2,1.1513109550731768e-07,0.638095238095238,8
Kristina+Chadova,46,4.9498089373750174e-05,0.4421052631578947,1.831571767497235e-06,0.7476190476190476,12
Virginie+Bailleux,1,1.979923574950007e-05,1.0,1.027289477939087e-09,1.0,8
Nandini+Trivedi,1845,0.00021284178430712575,0.048700410396716826,5.761597377302856e-05,0.5352846832397755,20
Shinobu+Aoyagi,47,4.207337596768765e-05,0.36764705882352944,2.71872571304433e-06,0.7189542483660131,10
Rachel E.+Scherr,89,3.959847149900014e-05,0.2833333333333333,3.915092635446508e-09,0.6838235294117647,8
Bianca M.+Mladek,89,3.217375809293761e-05,0.28205128205128205,8.764271084448966e-08,0.6923076923076923,7
Catherine+White,0,1.484942681212505e-05,1.0,3.128065572933498e-08,1.0,6
Karoly+Mogyorosi,2,4.949808937375017e-06,1.0,3.704311046178855e-11,1.0,2
Angela+Bracco,102,1.484942681212505e-05,1.0,2.666291931146894e-06,1.0,6
Tatiana+Ibragimova,0,7.424713406062525e-06,1.0,2.0323384861621928e-11,1.0,3
Bindiya+Arora,180,1.979923574950007e-05,0.32142857142857145,4.626520333910322e-06,0.7361111111111112,5
Barbara+Sandhöfer,59,1.2374522343437543e-05,0.5,3.0419141137411135e-09,0.8333333333333334,4
Hirokazu+Nakawaki,55,2.7223949155562594e-05,1.0,4.834480610716182e-07,1.0,11
Zulma A.+Jiménez,35,1.2374522343437543e-05,0.6,7.871277787985482e-10,0.8666666666666667,5
Nibedita+Pal,0,7.424713406062525e-06,1.0,2.949711087256435e-09,1.0,3
Gonca+Seber,6,1.484942681212505e-05,1.0,2.0615800346092683e-06,1.0,6
Cynthia S.+Galovich,6,4.949808937375017e-06,1.0,2.424634871657994e-06,1.0,2
Martii V.+Kantelo,3,2.4749044686875086e-06,0.0,2.401008732627861e-08,1.0,1
Paula+Giraldo-Gallo,5,3.464866256162512e-05,0.5604395604395604,5.958907081539951e-06,0.8095238095238095,10
Caroline A.+Kilbourne,5,3.959847149900014e-05,0.425,2.1675644683346874e-07,0.7463235294117647,7
Deepti+Verma,0,9.899617874750034e-06,1.0,1.860933485408821e-07,1.0,4
Beth+Parks,63,4.207337596768765e-05,0.3088235294117647,6.106937515877404e-05,0.6928104575163399,9
Olivia+Stiehl,0,4.949808937375017e-06,1.0,1.5180810703425922e-09,1.0,2
Chiara+Neto,41,4.949808937375017e-06,1.0,1.718156168591335e-11,1.0,2
Caroline+Asselin,5,1.2374522343437543e-05,1.0,5.148152501157419e-09,1.0,5
Rosane R.+Freire,0,4.949808937375017e-06,1.0,1.3346739169058657e-07,1.0,2
